Timestamp,ActiveDevices,ActiveActors,Anomalies,Debug
00:00:15,,single_person:sleep_in_bed,,"[] Meters(E:10.0, Hyg:70.0, Hng:80.0, Work:100.0) | Roulette Chose: sleep_in_bed(180.4) | Max Was: sleep_in_bed(180.4)"
00:12:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.5, Hyg:68.0, Hng:77.6, Work:97.6) | Busy: sleep_in_bed(183.2)"
00:12:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.6, Hyg:67.9, Hng:77.5, Work:97.5) | Busy: sleep_in_bed(183.2)"
00:12:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.6, Hyg:67.9, Hng:77.5, Work:97.5) | Busy: sleep_in_bed(183.1)"
00:13:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.7, Hyg:67.8, Hng:77.4, Work:97.4) | Busy: sleep_in_bed(183.1)"
00:13:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.7, Hyg:67.8, Hng:77.4, Work:97.4) | Busy: sleep_in_bed(183.0)"
00:13:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.8, Hyg:67.7, Hng:77.3, Work:97.3) | Busy: sleep_in_bed(183.0)"
00:13:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.8, Hyg:67.7, Hng:77.3, Work:97.3) | Busy: sleep_in_bed(182.9)"
00:14:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.9, Hyg:67.7, Hng:77.2, Work:97.2) | Busy: sleep_in_bed(182.9)"
00:14:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:12.9, Hyg:67.6, Hng:77.2, Work:97.2) | Busy: sleep_in_bed(182.8)"
00:14:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.0, Hyg:67.6, Hng:77.1, Work:97.1) | Busy: sleep_in_bed(182.8)"
00:14:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.1, Hyg:67.5, Hng:77.1, Work:97.1) | Busy: sleep_in_bed(182.8)"
00:15:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.1, Hyg:67.5, Hng:77.0, Work:97.0) | Busy: sleep_in_bed(182.7)"
00:15:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.2, Hyg:67.5, Hng:77.0, Work:97.0) | Busy: sleep_in_bed(182.7)"
00:15:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.2, Hyg:67.4, Hng:76.9, Work:96.9) | Busy: sleep_in_bed(182.6)"
00:15:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.3, Hyg:67.4, Hng:76.9, Work:96.9) | Busy: sleep_in_bed(182.6)"
00:16:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.3, Hyg:67.3, Hng:76.8, Work:96.8) | Busy: sleep_in_bed(182.5)"
00:16:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.4, Hyg:67.3, Hng:76.8, Work:96.8) | Busy: sleep_in_bed(182.5)"
00:16:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.4, Hyg:67.2, Hng:76.7, Work:96.7) | Busy: sleep_in_bed(182.4)"
00:16:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.5, Hyg:67.2, Hng:76.7, Work:96.7) | Busy: sleep_in_bed(182.4)"
00:17:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.5, Hyg:67.2, Hng:76.6, Work:96.6) | Busy: sleep_in_bed(182.3)"
00:17:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.6, Hyg:67.1, Hng:76.6, Work:96.6) | Busy: sleep_in_bed(182.3)"
00:17:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.6, Hyg:67.1, Hng:76.5, Work:96.5) | Busy: sleep_in_bed(182.2)"
00:17:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.7, Hyg:67.0, Hng:76.5, Work:96.5) | Busy: sleep_in_bed(182.2)"
00:18:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.7, Hyg:67.0, Hng:76.4, Work:96.4) | Busy: sleep_in_bed(182.2)"
00:18:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.8, Hyg:67.0, Hng:76.4, Work:96.4) | Busy: sleep_in_bed(182.1)"
00:18:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.9, Hyg:66.9, Hng:76.3, Work:96.3) | Busy: sleep_in_bed(182.1)"
00:18:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:13.9, Hyg:66.9, Hng:76.3, Work:96.3) | Busy: sleep_in_bed(182.0)"
00:19:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.0, Hyg:66.8, Hng:76.2, Work:96.2) | Busy: sleep_in_bed(182.0)"
00:19:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.0, Hyg:66.8, Hng:76.2, Work:96.2) | Busy: sleep_in_bed(181.9)"
00:19:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.1, Hyg:66.7, Hng:76.1, Work:96.1) | Busy: sleep_in_bed(181.9)"
00:19:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.1, Hyg:66.7, Hng:76.1, Work:96.1) | Busy: sleep_in_bed(181.8)"
00:20:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.2, Hyg:66.7, Hng:76.0, Work:96.0) | Busy: sleep_in_bed(181.8)"
00:20:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.2, Hyg:66.6, Hng:76.0, Work:96.0) | Busy: sleep_in_bed(181.7)"
00:20:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.3, Hyg:66.6, Hng:75.9, Work:95.9) | Busy: sleep_in_bed(181.7)"
00:20:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.3, Hyg:66.5, Hng:75.9, Work:95.9) | Busy: sleep_in_bed(181.6)"
00:21:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.4, Hyg:66.5, Hng:75.8, Work:95.8) | Busy: sleep_in_bed(181.6)"
00:21:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.4, Hyg:66.5, Hng:75.8, Work:95.8) | Busy: sleep_in_bed(181.6)"
00:21:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.5, Hyg:66.4, Hng:75.7, Work:95.7) | Busy: sleep_in_bed(181.5)"
00:21:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.5, Hyg:66.4, Hng:75.7, Work:95.7) | Busy: sleep_in_bed(181.5)"
00:22:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.6, Hyg:66.3, Hng:75.6, Work:95.6) | Busy: sleep_in_bed(181.4)"
00:22:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.6, Hyg:66.3, Hng:75.6, Work:95.6) | Busy: sleep_in_bed(181.4)"
00:22:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.7, Hyg:66.2, Hng:75.5, Work:95.5) | Busy: sleep_in_bed(181.3)"
00:22:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.8, Hyg:66.2, Hng:75.5, Work:95.5) | Busy: sleep_in_bed(181.3)"
00:23:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.8, Hyg:66.2, Hng:75.4, Work:95.4) | Busy: sleep_in_bed(181.2)"
00:23:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.9, Hyg:66.1, Hng:75.4, Work:95.4) | Busy: sleep_in_bed(181.2)"
00:23:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:14.9, Hyg:66.1, Hng:75.3, Work:95.3) | Busy: sleep_in_bed(181.1)"
00:23:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.0, Hyg:66.0, Hng:75.3, Work:95.3) | Busy: sleep_in_bed(181.1)"
00:24:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.0, Hyg:66.0, Hng:75.2, Work:95.2) | Busy: sleep_in_bed(181.0)"
00:24:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.1, Hyg:66.0, Hng:75.2, Work:95.2) | Busy: sleep_in_bed(181.0)"
00:24:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.1, Hyg:65.9, Hng:75.1, Work:95.1) | Busy: sleep_in_bed(180.9)"
00:24:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.2, Hyg:65.9, Hng:75.1, Work:95.1) | Busy: sleep_in_bed(180.9)"
00:25:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.2, Hyg:65.8, Hng:75.0, Work:95.0) | Busy: sleep_in_bed(180.9)"
00:25:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.3, Hyg:65.8, Hng:75.0, Work:95.0) | Busy: sleep_in_bed(180.8)"
00:25:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.3, Hyg:65.7, Hng:74.9, Work:94.9) | Busy: sleep_in_bed(180.8)"
00:25:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.4, Hyg:65.7, Hng:74.9, Work:94.9) | Busy: sleep_in_bed(180.7)"
00:26:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.4, Hyg:65.7, Hng:74.8, Work:94.8) | Busy: sleep_in_bed(180.7)"
00:26:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.5, Hyg:65.6, Hng:74.8, Work:94.8) | Busy: sleep_in_bed(180.6)"
00:26:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.6, Hyg:65.6, Hng:74.7, Work:94.7) | Busy: sleep_in_bed(180.6)"
00:26:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.6, Hyg:65.5, Hng:74.7, Work:94.7) | Busy: sleep_in_bed(180.5)"
00:27:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.7, Hyg:65.5, Hng:74.6, Work:94.6) | Busy: sleep_in_bed(180.5)"
00:27:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.7, Hyg:65.5, Hng:74.6, Work:94.6) | Busy: sleep_in_bed(180.4)"
00:27:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.8, Hyg:65.4, Hng:74.5, Work:94.5) | Busy: sleep_in_bed(180.4)"
00:27:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.8, Hyg:65.4, Hng:74.5, Work:94.5) | Busy: sleep_in_bed(180.3)"
00:28:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.9, Hyg:65.3, Hng:74.4, Work:94.4) | Busy: sleep_in_bed(180.3)"
00:28:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:15.9, Hyg:65.3, Hng:74.4, Work:94.4) | Busy: sleep_in_bed(180.2)"
00:28:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.0, Hyg:65.2, Hng:74.3, Work:94.3) | Busy: sleep_in_bed(180.2)"
00:28:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.0, Hyg:65.2, Hng:74.3, Work:94.3) | Busy: sleep_in_bed(180.1)"
00:29:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.1, Hyg:65.2, Hng:74.2, Work:94.2) | Busy: sleep_in_bed(180.1)"
00:29:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.1, Hyg:65.1, Hng:74.2, Work:94.2) | Busy: sleep_in_bed(180.1)"
00:29:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.2, Hyg:65.1, Hng:74.1, Work:94.1) | Busy: sleep_in_bed(180.0)"
00:29:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.2, Hyg:65.0, Hng:74.1, Work:94.1) | Busy: sleep_in_bed(180.0)"
00:30:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.3, Hyg:65.0, Hng:74.0, Work:94.0) | Busy: sleep_in_bed(179.9)"
00:30:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.3, Hyg:65.0, Hng:74.0, Work:94.0) | Busy: sleep_in_bed(179.9)"
00:30:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.4, Hyg:64.9, Hng:73.9, Work:93.9) | Busy: sleep_in_bed(179.8)"
00:30:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.5, Hyg:64.9, Hng:73.9, Work:93.9) | Busy: sleep_in_bed(179.8)"
00:31:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.5, Hyg:64.8, Hng:73.8, Work:93.8) | Busy: sleep_in_bed(179.7)"
00:31:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.6, Hyg:64.8, Hng:73.8, Work:93.8) | Busy: sleep_in_bed(179.7)"
00:31:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.6, Hyg:64.7, Hng:73.7, Work:93.7) | Busy: sleep_in_bed(179.6)"
00:31:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.7, Hyg:64.7, Hng:73.7, Work:93.7) | Busy: sleep_in_bed(179.6)"
00:32:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.7, Hyg:64.7, Hng:73.6, Work:93.6) | Busy: sleep_in_bed(179.5)"
00:32:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.8, Hyg:64.6, Hng:73.6, Work:93.6) | Busy: sleep_in_bed(179.5)"
00:32:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.8, Hyg:64.6, Hng:73.5, Work:93.5) | Busy: sleep_in_bed(179.4)"
00:32:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.9, Hyg:64.5, Hng:73.5, Work:93.5) | Busy: sleep_in_bed(179.4)"
00:33:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:16.9, Hyg:64.5, Hng:73.4, Work:93.4) | Busy: sleep_in_bed(179.3)"
00:33:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.0, Hyg:64.5, Hng:73.4, Work:93.4) | Busy: sleep_in_bed(179.3)"
00:33:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.0, Hyg:64.4, Hng:73.3, Work:93.3) | Busy: sleep_in_bed(179.2)"
00:33:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.1, Hyg:64.4, Hng:73.3, Work:93.3) | Busy: sleep_in_bed(179.2)"
00:34:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.1, Hyg:64.3, Hng:73.2, Work:93.2) | Busy: sleep_in_bed(179.1)"
00:34:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.2, Hyg:64.3, Hng:73.2, Work:93.2) | Busy: sleep_in_bed(179.1)"
00:34:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.3, Hyg:64.2, Hng:73.1, Work:93.1) | Busy: sleep_in_bed(179.0)"
00:34:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.3, Hyg:64.2, Hng:73.1, Work:93.1) | Busy: sleep_in_bed(179.0)"
00:35:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.4, Hyg:64.2, Hng:73.0, Work:93.0) | Busy: sleep_in_bed(179.0)"
00:35:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.4, Hyg:64.1, Hng:73.0, Work:93.0) | Busy: sleep_in_bed(178.9)"
00:35:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.5, Hyg:64.1, Hng:72.9, Work:92.9) | Busy: sleep_in_bed(178.9)"
00:35:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.5, Hyg:64.0, Hng:72.9, Work:92.9) | Busy: sleep_in_bed(178.8)"
00:36:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.6, Hyg:64.0, Hng:72.8, Work:92.8) | Busy: sleep_in_bed(178.8)"
00:36:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.6, Hyg:64.0, Hng:72.8, Work:92.8) | Busy: sleep_in_bed(178.7)"
00:36:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.7, Hyg:63.9, Hng:72.7, Work:92.7) | Busy: sleep_in_bed(178.7)"
00:36:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.7, Hyg:63.9, Hng:72.7, Work:92.7) | Busy: sleep_in_bed(178.6)"
00:37:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.8, Hyg:63.8, Hng:72.6, Work:92.6) | Busy: sleep_in_bed(178.6)"
00:37:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.8, Hyg:63.8, Hng:72.6, Work:92.6) | Busy: sleep_in_bed(178.5)"
00:37:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.9, Hyg:63.7, Hng:72.5, Work:92.5) | Busy: sleep_in_bed(178.5)"
00:37:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:17.9, Hyg:63.7, Hng:72.5, Work:92.5) | Busy: sleep_in_bed(178.4)"
00:38:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.0, Hyg:63.7, Hng:72.4, Work:92.4) | Busy: sleep_in_bed(178.4)"
00:38:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.1, Hyg:63.6, Hng:72.4, Work:92.4) | Busy: sleep_in_bed(178.3)"
00:38:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.1, Hyg:63.6, Hng:72.3, Work:92.3) | Busy: sleep_in_bed(178.3)"
00:38:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.2, Hyg:63.5, Hng:72.3, Work:92.3) | Busy: sleep_in_bed(178.2)"
00:39:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.2, Hyg:63.5, Hng:72.2, Work:92.2) | Busy: sleep_in_bed(178.2)"
00:39:15,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.3, Hyg:63.5, Hng:72.2, Work:92.2) | Busy: sleep_in_bed(178.1)"
00:39:30,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.3, Hyg:63.4, Hng:72.1, Work:92.1) | Busy: sleep_in_bed(178.1)"
00:39:45,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.4, Hyg:63.4, Hng:72.1, Work:92.1) | Busy: sleep_in_bed(178.0)"
00:40:00,,single_person:sleep_in_bed,,"[sleep_in_bed] Meters(E:18.4, Hyg:63.3, Hng:72.0, Work:92.0) | Busy: sleep_in_bed(178.0)"
